Year,Age,Female,Male,Total,OpenInterval,linking_key
1933,0,52615.77,68438.11,121053.88,FALSE,1933_0
1933,1,8917.13,10329.16,19246.29,FALSE,1933_1
1933,2,4336.92,5140.05,9476.97,FALSE,1933_2
1933,3,3161.59,3759.88,6921.47,FALSE,1933_3
1933,4,2493.84,2932.59,5426.43,FALSE,1933_4
1933,5,2139.87,2537.53,4677.4,FALSE,1933_5
1933,6,1939.7,2337.76,4277.46,FALSE,1933_6
1933,7,1760.47,2163.9,3924.37,FALSE,1933_7
1933,8,1602.2,2015.97,3618.17,FALSE,1933_8
1933,9,1464.88,1893.96,3358.84,FALSE,1933_9
1933,10,1357.91,1805.52,3163.43,FALSE,1933_10
1933,11,1318.9,1781.24,3100.14,FALSE,1933_11
1933,12,1357.26,1828.76,3186.02,FALSE,1933_12
1933,13,1472.99,1948.1,3421.09,FALSE,1933_13
1933,14,1666.09,2139.25,3805.34,FALSE,1933_14
1933,15,1923.01,2388.83,4311.84,FALSE,1933_15
1933,16,2189.59,2643.37,4832.96,FALSE,1933_16
1933,17,2452.27,2889.52,5341.79,FALSE,1933_17
1933,18,2711.06,3127.25,5838.31,FALSE,1933_18
1933,19,2965.97,3356.57,6322.54,FALSE,1933_19
1933,20,3209.73,3570.47,6780.2,FALSE,1933_20
1933,21,3413.35,3740.8,7154.15,FALSE,1933_21
1933,22,3569.58,3860.55,7430.13,FALSE,1933_22
1933,23,3678.44,3929.71,7608.15,FALSE,1933_23
1933,24,3739.9,3948.29,7688.19,FALSE,1933_24
1933,25,3761.01,3928.04,7689.05,FALSE,1933_25
1933,26,3769.97,3915.97,7685.94,FALSE,1933_26
1933,27,3773.81,3923.84,7697.65,FALSE,1933_27
1933,28,3772.51,3951.64,7724.15,FALSE,1933_28
1933,29,3766.1,3999.39,7765.49,FALSE,1933_29
1933,30,3761.75,4070.24,7831.99,FALSE,1933_30
1933,31,3788.15,4176.88,7965.03,FALSE,1933_31
1933,32,3852.49,4322.47,8174.96,FALSE,1933_32
1933,33,3954.75,4507.02,8461.77,FALSE,1933_33
1933,34,4094.95,4730.51,8825.46,FALSE,1933_34
1933,35,4263.27,4986.16,9249.43,FALSE,1933_35
1933,36,4420.51,5246.75,9667.26,FALSE,1933_36
1933,37,4556.85,5505.47,10062.32,FALSE,1933_37
1933,38,4672.29,5762.35,10434.64,FALSE,1933_38
1933,39,4766.83,6017.36,10784.19,FALSE,1933_39
1933,40,4847.79,6273.76,11121.55,FALSE,1933_40
1933,41,4944.4,6544.53,11488.93,FALSE,1933_41
1933,42,5064.01,6832.9,11896.91,FALSE,1933_42
1933,43,5206.58,7138.91,12345.49,FALSE,1933_43
1933,44,5372.12,7462.52,12834.64,FALSE,1933_44
1933,45,5558.88,7800.95,13359.83,FALSE,1933_45
1933,46,5759.77,8143.05,13902.82,FALSE,1933_46
1933,47,5973.03,8486.01,14459.04,FALSE,1933_47
1933,48,6198.66,8829.84,15028.5,FALSE,1933_48
1933,49,6436.67,9174.55,15611.22,FALSE,1933_49
1933,50,6679.42,9512.52,16191.94,FALSE,1933_50
1933,51,6896.45,9813.41,16709.86,FALSE,1933_51
1933,52,7080.15,10069.59,17149.74,FALSE,1933_52
1933,53,7230.49,10281.08,17511.57,FALSE,1933_53
1933,54,7347.5,10447.87,17795.37,FALSE,1933_54
1933,55,7449.52,10592.71,18042.23,FALSE,1933_55
1933,56,7609.92,10806.56,18416.48,FALSE,1933_56
1933,57,7847.06,11112.17,18959.23,FALSE,1933_57
1933,58,8160.95,11509.55,19670.5,FALSE,1933_58
1933,59,8551.57,11998.68,20550.25,FALSE,1933_59
1933,60,8993.57,12541.41,21534.98,FALSE,1933_60
1933,61,9385.49,12985.15,22370.64,FALSE,1933_61
1933,62,9701.97,13291.74,22993.71,FALSE,1933_62
1933,63,9943.02,13461.18,23404.2,FALSE,1933_63
1933,64,10108.63,13493.46,23602.09,FALSE,1933_64
1933,65,10223.43,13430.41,23653.84,FALSE,1933_65
1933,66,10385.89,13439.23,23825.12,FALSE,1933_66
1933,67,10620.66,13561.72,24182.38,FALSE,1933_67
1933,68,10927.71,13797.91,24725.62,FALSE,1933_68
1933,69,11307.04,14147.76,25454.8,FALSE,1933_69
1933,70,11722.6,14555.96,26278.56,FALSE,1933_70
1933,71,12030.03,14801.26,26831.29,FALSE,1933_71
1933,72,12193.27,14828.31,27021.58,FALSE,1933_72
1933,73,12212.33,14637.12,26849.45,FALSE,1933_73
1933,74,12087.19,14227.68,26314.87,FALSE,1933_74
1933,75,11833.28,13632.14,25465.42,FALSE,1933_75
1933,76,11512.24,12979.02,24491.26,FALSE,1933_76
1933,77,11139.5,12300.46,23439.96,FALSE,1933_77
1933,78,10715.05,11596.44,22311.49,FALSE,1933_78
1933,79,10238.9,10867,21105.9,FALSE,1933_79
1933,80,9710.72,10111.03,19821.75,FALSE,1933_80
1933,81,9129.2,9324.3,18453.5,FALSE,1933_81
1933,82,8494.04,8505.7,16999.74,FALSE,1933_82
1933,83,7805.22,7655.27,15460.49,FALSE,1933_83
1933,84,7062.75,6773,13835.75,FALSE,1933_84
1933,85,6281.62,5874.18,12155.8,FALSE,1933_85
1933,86,5521.77,5020.06,10541.83,FALSE,1933_86
1933,87,4798.22,4225.92,9024.14,FALSE,1933_87
1933,88,4110.92,3491.77,7602.69,FALSE,1933_88
1933,89,3459.91,2817.62,6277.53,FALSE,1933_89
1933,90,2850.54,2208.48,5059.02,FALSE,1933_90
1933,91,2304.18,1684.4,3988.58,FALSE,1933_91
1933,92,1826.18,1250.41,3076.59,FALSE,1933_92
1933,93,1416.56,906.52,2323.08,FALSE,1933_93
1933,94,1075.32,652.69,1728.01,FALSE,1933_94
1933,95,799.59,479.17,1278.76,FALSE,1933_95
1933,96,578.03,346.72,924.75,FALSE,1933_96
1933,97,407.8,245.55,653.35,FALSE,1933_97
1933,98,288.89,175.66,464.55,FALSE,1933_98
1933,99,221.3,137.05,358.35,FALSE,1933_99
1933,100,222.96,143.2,366.16,FALSE,1933_100
1933,101,158.98,102.06,261.04,FALSE,1933_101
1933,102,111.64,71.89,183.53,FALSE,1933_102
1933,103,77.19,50.04,127.23,FALSE,1933_103
1933,104,52.54,34.42,86.96,FALSE,1933_104
1933,105,35.19,23.39,58.58,FALSE,1933_105
1933,106,23.2,15.7,38.9,FALSE,1933_106
1933,107,15.05,10.41,25.46,FALSE,1933_107
1933,108,9.61,6.82,16.43,FALSE,1933_108
1933,109,6.03,4.41,10.44,FALSE,1933_109
1933,110,8.42,6.39,14.81,TRUE,1933_110
1934,0,56294.52,74046.9,130341.42,FALSE,1934_0
1934,1,9479.02,10992.38,20471.4,FALSE,1934_1
1934,2,4735.01,5485.18,10220.19,FALSE,1934_2
1934,3,3226.42,3851.04,7077.46,FALSE,1934_3
1934,4,2459.6,2997.92,5457.52,FALSE,1934_4
1934,5,2110.53,2595.91,4706.44,FALSE,1934_5
1934,6,1925.23,2384.41,4309.64,FALSE,1934_6
1934,7,1761.3,2201.62,3962.92,FALSE,1934_7
1934,8,1618.76,2047.52,3666.28,FALSE,1934_8
1934,9,1497.61,1922.13,3419.74,FALSE,1934_9
1934,10,1405.85,1832.84,3238.69,FALSE,1934_10
1934,11,1375.59,1809.31,3184.9,FALSE,1934_11
1934,12,1414.85,1858.95,3273.8,FALSE,1934_12
1934,13,1523.63,1981.77,3505.4,FALSE,1934_13
1934,14,1701.92,2177.76,3879.68,FALSE,1934_14
1934,15,1938.09,2433.84,4371.93,FALSE,1934_15
1934,16,2185.62,2697.67,4883.29,FALSE,1934_16
1934,17,2432.86,2956.18,5389.04,FALSE,1934_17
1934,18,2679.81,3209.37,5889.18,FALSE,1934_18
1934,19,2926.49,3457.24,6383.73,FALSE,1934_19
1934,20,3165.71,3690.96,6856.67,FALSE,1934_20
1934,21,3368.9,3875.24,7244.14,FALSE,1934_21
1934,22,3528.89,4001.24,7530.13,FALSE,1934_22
1934,23,3645.67,4068.96,7714.63,FALSE,1934_23
1934,24,3719.25,4078.4,7797.65,FALSE,1934_24
1934,25,3755.22,4043.72,7798.94,FALSE,1934_25
1934,26,3775.9,4021.5,7797.4,FALSE,1934_26
1934,27,3786.89,4025.89,7812.78,FALSE,1934_27
1934,28,3788.19,4056.89,7845.08,FALSE,1934_28
1934,29,3779.78,4114.5,7894.28,FALSE,1934_29
1934,30,3769.09,4199.45,7968.54,FALSE,1934_30
1934,31,3785.8,4314.77,8100.57,FALSE,1934_31
1934,32,3837.29,4461.18,8298.47,FALSE,1934_32
1934,33,3923.59,4638.69,8562.28,FALSE,1934_33
1934,34,4044.69,4847.3,8891.99,FALSE,1934_34
1934,35,4193.68,5083.31,9276.99,FALSE,1934_35
1934,36,4342.99,5331.92,9674.91,FALSE,1934_36
1934,37,4485.72,5589.43,10075.15,FALSE,1934_37
1934,38,4621.86,5855.84,10477.7,FALSE,1934_38
1934,39,4751.42,6131.14,10882.56,FALSE,1934_39
1934,40,4877.01,6416.79,11293.8,FALSE,1934_40
1934,41,5009.11,6718.66,11727.77,FALSE,1934_41
1934,42,5150.34,7038.17,12188.51,FALSE,1934_42
1934,43,5300.68,7375.35,12676.03,FALSE,1934_43
1934,44,5460.14,7730.19,13190.33,FALSE,1934_44
1934,45,5632.38,8102.16,13734.54,FALSE,1934_45
1934,46,5832.03,8489.13,14321.16,FALSE,1934_46
1934,47,6062.76,8890.58,14953.34,FALSE,1934_47
1934,48,6324.58,9306.5,15631.08,FALSE,1934_48
1934,49,6617.46,9736.9,16354.36,FALSE,1934_49
1934,50,6926.22,10165.91,17092.13,FALSE,1934_50
1934,51,7190.03,10530.09,17720.12,FALSE,1934_51
1934,52,7393.7,10813.55,18207.25,FALSE,1934_52
1934,53,7537.22,11016.31,18553.53,FALSE,1934_53
1934,54,7620.6,11138.36,18758.96,FALSE,1934_54
1934,55,7670.45,11211.33,18881.78,FALSE,1934_55
1934,56,7793.25,11361.7,19154.95,FALSE,1934_56
1934,57,8015.61,11621.12,19636.73,FALSE,1934_57
1934,58,8337.54,11989.56,20327.1,FALSE,1934_58
1934,59,8759.04,12467.03,21226.07,FALSE,1934_59
1934,60,9249.61,13015.49,22265.1,FALSE,1934_60
1934,61,9687.31,13482.7,23170.01,FALSE,1934_61
1934,62,10041.67,13830.64,23872.31,FALSE,1934_62
1934,63,10312.69,14059.27,24371.96,FALSE,1934_63
1934,64,10500.36,14168.61,24668.97,FALSE,1934_64
1934,65,10629.01,14188.41,24817.42,FALSE,1934_65
1934,66,10796.05,14237.6,25033.65,FALSE,1934_66
1934,67,11025.81,14345.91,25371.72,FALSE,1934_67
1934,68,11318.28,14513.37,25831.65,FALSE,1934_68
1934,69,11673.46,14739.95,26413.41,FALSE,1934_69
1934,70,12060.4,14993.43,27053.83,FALSE,1934_70
1934,71,12355.28,15144.79,27500.07,FALSE,1934_71
1934,72,12527.14,15161.82,27688.96,FALSE,1934_72
1934,73,12575.97,15044.49,27620.46,FALSE,1934_73
1934,74,12501.79,14792.81,27294.6,FALSE,1934_74
1934,75,12312.97,14409.93,26722.9,FALSE,1934_75
1934,76,12043.09,13908.44,25951.53,FALSE,1934_76
1934,77,11700.56,13291.51,24992.07,FALSE,1934_77
1934,78,11285.36,12559.1,23844.46,FALSE,1934_78
1934,79,10797.5,11711.24,22508.74,FALSE,1934_79
1934,80,10238.99,10767.92,21006.91,FALSE,1934_80
1934,81,9617.92,9809.17,19427.09,FALSE,1934_81
1934,82,8936.32,8855.01,17791.33,FALSE,1934_82
1934,83,8194.18,7905.43,16099.61,FALSE,1934_83
1934,84,7391.5,6960.43,14351.93,FALSE,1934_84
1934,85,6546.51,6030.34,12576.85,FALSE,1934_85
1934,86,5732.2,5156.49,10888.69,FALSE,1934_86
1934,87,4966.8,4349.21,9316.01,FALSE,1934_87
1934,88,4250.29,3608.5,7858.79,FALSE,1934_88
1934,89,3582.7,2934.36,6517.06,FALSE,1934_89
1934,90,2966.7,2329.45,5296.15,FALSE,1934_90
1934,91,2413.01,1804.42,4217.43,FALSE,1934_91
1934,92,1924.31,1361.94,3286.25,FALSE,1934_92
1934,93,1500.6,1002.02,2502.62,FALSE,1934_93
1934,94,1141.9,724.63,1866.53,FALSE,1934_94
1934,95,846.76,522.47,1369.23,FALSE,1934_95
1934,96,609.44,366.18,975.62,FALSE,1934_96
1934,97,428.52,248.43,676.95,FALSE,1934_97
1934,98,303.99,169.23,473.22,FALSE,1934_98
1934,99,235.85,128.57,364.42,FALSE,1934_99
1934,100,240.13,148.35,388.48,FALSE,1934_100
1934,101,178.19,104.29,282.48,FALSE,1934_101
1934,102,126.45,72.58,199.03,FALSE,1934_102
1934,103,88.43,49.85,138.28,FALSE,1934_103
1934,104,60.93,33.8,94.73,FALSE,1934_104
1934,105,41.36,22.62,63.98,FALSE,1934_105
1934,106,27.65,14.93,42.58,FALSE,1934_106
1934,107,18.21,9.73,27.94,FALSE,1934_107
1934,108,11.8,6.26,18.06,FALSE,1934_108
1934,109,7.54,3.96,11.5,FALSE,1934_109
1934,110,11.18,5.26,16.44,TRUE,1934_110
1935,0,51372.6,68878.32,120250.92,FALSE,1935_0
1935,1,7735.97,9010.59,16746.56,FALSE,1935_1
1935,2,3821.95,4676.97,8498.92,FALSE,1935_2
1935,3,2898.23,3438.66,6336.89,FALSE,1935_3
1935,4,2515.94,2742.92,5258.86,FALSE,1935_4
1935,5,2166.9,2424.73,4591.63,FALSE,1935_5
1935,6,1902.32,2263.8,4166.12,FALSE,1935_6
1935,7,1688.54,2125.88,3814.42,FALSE,1935_7
1935,8,1525.56,2010.96,3536.52,FALSE,1935_8
1935,9,1413.38,1919.07,3332.45,FALSE,1935_9
1935,10,1353.78,1857.18,3210.96,FALSE,1935_10
1935,11,1353.88,1853.37,3207.25,FALSE,1935_11
1935,12,1415.46,1914.64,3330.1,FALSE,1935_12
1935,13,1538.52,2040.97,3579.49,FALSE,1935_13
1935,14,1723.06,2232.37,3955.43,FALSE,1935_14
1935,15,1957.88,2476.46,4434.34,FALSE,1935_15
1935,16,2198.24,2723.62,4921.86,FALSE,1935_16
1935,17,2432.93,2961.46,5394.39,FALSE,1935_17
1935,18,2661.96,3189.99,5851.95,FALSE,1935_18
1935,19,2885.34,3409.19,6294.53,FALSE,1935_19
1935,20,3098.82,3614.28,6713.1,FALSE,1935_20
1935,21,3285.48,3786.04,7071.52,FALSE,1935_21
1935,22,3441.08,3919.67,7360.75,FALSE,1935_22
1935,23,3565.64,4015.16,7580.8,FALSE,1935_23
1935,24,3659.13,4072.51,7731.64,FALSE,1935_24
1935,25,3723.42,4097.79,7821.21,FALSE,1935_25
1935,26,3765.87,4115.16,7881.03,FALSE,1935_26
1935,27,3788.31,4130.66,7918.97,FALSE,1935_27
1935,28,3790.74,4144.3,7935.04,FALSE,1935_28
1935,29,3773.17,4156.07,7929.24,FALSE,1935_29
1935,30,3746.54,4176.49,7923.03,FALSE,1935_30
1935,31,3754.56,4247.51,8002.07,FALSE,1935_31
1935,32,3808.17,4379.63,8187.8,FALSE,1935_32
1935,33,3907.39,4572.84,8480.23,FALSE,1935_33
1935,34,4052.18,4827.17,8879.35,FALSE,1935_34
1935,35,4231.22,5129.76,9360.98,FALSE,1935_35
1935,36,4399.08,5429.35,9828.43,FALSE,1935_36
1935,37,4544.41,5713.1,10257.51,FALSE,1935_37
1935,38,4667.21,5981.02,10648.23,FALSE,1935_38
1935,39,4767.49,6233.09,11000.58,FALSE,1935_39
1935,40,4854.12,6477.64,11331.76,FALSE,1935_40
1935,41,4962.65,6747.89,11710.54,FALSE,1935_41
1935,42,5101.97,7052.14,12154.11,FALSE,1935_42
1935,43,5272.08,7390.39,12662.47,FALSE,1935_43
1935,44,5472.97,7762.64,13235.61,FALSE,1935_44
1935,45,5699.92,8162.03,13861.95,FALSE,1935_45
1935,46,5933.97,8561.08,14495.05,FALSE,1935_46
1935,47,6170.39,8952.93,15123.32,FALSE,1935_47
1935,48,6409.18,9337.57,15746.75,FALSE,1935_48
1935,49,6650.33,9715.01,16365.34,FALSE,1935_49
1935,50,6889.79,10081.17,16970.96,FALSE,1935_50
1935,51,7111.32,10419.7,17531.02,FALSE,1935_51
1935,52,7310.82,10726.5,18037.32,FALSE,1935_52
1935,53,7488.33,11001.59,18489.92,FALSE,1935_53
1935,54,7643.83,11244.96,18888.79,FALSE,1935_54
1935,55,7788.77,11466.88,19255.65,FALSE,1935_55
1935,56,7968.92,11708.49,19677.41,FALSE,1935_56
1935,57,8195.7,11980.03,20175.73,FALSE,1935_57
1935,58,8469.14,12281.53,20750.67,FALSE,1935_58
1935,59,8789.22,12612.98,21402.2,FALSE,1935_59
1935,60,9148.42,12968.56,22116.98,FALSE,1935_60
1935,61,9516.64,13325.05,22841.69,FALSE,1935_61
1935,62,9886.33,13676.65,23562.98,FALSE,1935_62
1935,63,10257.52,14023.35,24280.87,FALSE,1935_63
1935,64,10630.19,14365.15,24995.34,FALSE,1935_64
1935,65,10995.94,14688,25683.94,FALSE,1935_65
1935,66,11321.17,14935.69,26256.86,FALSE,1935_66
1935,67,11597.44,15094.18,26691.62,FALSE,1935_67
1935,68,11824.78,15163.45,26988.23,FALSE,1935_68
1935,69,12003.18,15143.52,27146.7,FALSE,1935_69
1935,70,12138.56,15050.33,27188.89,FALSE,1935_70
1935,71,12254.63,14947.63,27202.26,FALSE,1935_71
1935,72,12357.31,14851.37,27208.68,FALSE,1935_72
1935,73,12446.59,14761.55,27208.14,FALSE,1935_73
1935,74,12522.49,14678.17,27200.66,FALSE,1935_74
1935,75,12559.53,14565.22,27124.75,FALSE,1935_75
1935,76,12455.87,14278.55,26734.42,FALSE,1935_76
1935,77,12186.03,13782.17,25968.2,FALSE,1935_77
1935,78,11750.03,13076.06,24826.09,FALSE,1935_78
1935,79,11147.87,12160.24,23308.11,FALSE,1935_79
1935,80,10408.19,11077.59,21485.78,FALSE,1935_80
1935,81,9645.64,9999.77,19645.41,FALSE,1935_81
1935,82,8888.87,8969.67,17858.54,FALSE,1935_82
1935,83,8137.89,7987.3,16125.19,FALSE,1935_83
1935,84,7392.68,7052.66,14445.34,FALSE,1935_84
1935,85,6653.6,6165.27,12818.87,FALSE,1935_85
1935,86,5921.99,5323.15,11245.14,FALSE,1935_86
1935,87,5198.2,4525.86,9724.06,FALSE,1935_87
1935,88,4482.22,3773.37,8255.59,FALSE,1935_88
1935,89,3774.06,3065.69,6839.75,FALSE,1935_89
1935,90,3086.45,2411.37,5497.82,FALSE,1935_90
1935,91,2470.3,1844.69,4314.99,FALSE,1935_91
1935,92,1938.36,1374.18,3312.54,FALSE,1935_92
1935,93,1490.62,999.86,2490.48,FALSE,1935_93
1935,94,1127.08,721.73,1848.81,FALSE,1935_94
1935,95,842.46,529.35,1371.81,FALSE,1935_95
1935,96,615.62,381.02,996.64,FALSE,1935_96
1935,97,441.28,266.3,707.58,FALSE,1935_97
1935,98,319.44,185.2,504.64,FALSE,1935_98
1935,99,250.1,137.71,387.81,FALSE,1935_99
1935,100,243.2,133.4,376.6,FALSE,1935_100
1935,101,179.19,95.55,274.74,FALSE,1935_101
1935,102,131.13,65.1,196.23,FALSE,1935_102
1935,103,91.73,43.84,135.57,FALSE,1935_103
1935,104,63.21,29.09,92.3,FALSE,1935_104
1935,105,42.92,19.03,61.95,FALSE,1935_105
1935,106,28.7,12.25,40.95,FALSE,1935_106
1935,107,18.9,7.78,26.68,FALSE,1935_107
1935,108,12.25,4.86,17.11,FALSE,1935_108
1935,109,7.83,2.99,10.82,FALSE,1935_109
1935,110,11.6,3.53,15.13,TRUE,1935_110
1936,0,52825.75,69824.23,122649.98,FALSE,1936_0
1936,1,7728.81,9388.11,17116.92,FALSE,1936_1
1936,2,3884.92,4598.96,8483.88,FALSE,1936_2
1936,3,2738.06,3165.41,5903.47,FALSE,1936_3
1936,4,2260.71,2560.76,4821.47,FALSE,1936_4
1936,5,1939.25,2292.55,4231.8,FALSE,1936_5
1936,6,1717.05,2157.66,3874.71,FALSE,1936_6
1936,7,1539.42,2037.68,3577.1,FALSE,1936_7
1936,8,1406.36,1932.65,3339.01,FALSE,1936_8
1936,9,1317.88,1842.53,3160.41,FALSE,1936_9
1936,10,1277.32,1777.93,3055.25,FALSE,1936_10
1936,11,1298.15,1781.18,3079.33,FALSE,1936_11
1936,12,1383.74,1862.86,3246.6,FALSE,1936_12
1936,13,1534.07,2022.97,3557.04,FALSE,1936_13
1936,14,1749.16,2261.51,4010.67,FALSE,1936_14
1936,15,2015.48,2561.34,4576.82,FALSE,1936_15
1936,16,2279,2853.93,5132.93,FALSE,1936_16
1936,17,2526.2,3122.13,5648.33,FALSE,1936_17
1936,18,2757.09,3365.93,6123.02,FALSE,1936_18
1936,19,2971.67,3585.36,6557.03,FALSE,1936_19
1936,20,3169.01,3778.29,6947.3,FALSE,1936_20
1936,21,3345.4,3936.37,7281.77,FALSE,1936_21
1936,22,3499.9,4057.49,7557.39,FALSE,1936_22
1936,23,3632.53,4141.66,7774.19,FALSE,1936_23
1936,24,3743.26,4188.86,7932.12,FALSE,1936_24
1936,25,3830.57,4206.1,8036.67,FALSE,1936_25
1936,26,3888.18,4221.34,8109.52,FALSE,1936_26
1936,27,3914.57,4241.58,8156.15,FALSE,1936_27
1936,28,3909.7,4266.81,8176.51,FALSE,1936_28
1936,29,3873.59,4297.03,8170.62,FALSE,1936_29
1936,30,3821.24,4340.36,8161.6,FALSE,1936_30
1936,31,3812.65,4429.22,8241.87,FALSE,1936_31
1936,32,3862.8,4571.74,8434.54,FALSE,1936_32
1936,33,3971.71,4767.9,8739.61,FALSE,1936_33
1936,34,4139.36,5017.7,9157.06,FALSE,1936_34
1936,35,4351.08,5313.23,9664.31,FALSE,1936_35
1936,36,4548.05,5622.75,10170.8,FALSE,1936_36
1936,37,4715.57,5938.34,10653.91,FALSE,1936_37
1936,38,4853.65,6259.99,11113.64,FALSE,1936_38
1936,39,4962.28,6587.72,11550,FALSE,1936_39
1936,40,5051.07,6922,11973.07,FALSE,1936_40
1936,41,5158.45,7264.85,12423.3,FALSE,1936_41
1936,42,5294.02,7616.76,12910.78,FALSE,1936_42
1936,43,5457.78,7977.73,13435.51,FALSE,1936_43
1936,44,5649.72,8347.75,13997.47,FALSE,1936_44
1936,45,5867.34,8727.84,14595.18,FALSE,1936_45
1936,46,6100.58,9122.1,15222.68,FALSE,1936_46
1936,47,6346.9,9531.51,15878.41,FALSE,1936_47
1936,48,6606.31,9956.11,16562.42,FALSE,1936_48
1936,49,6878.81,10395.86,17274.67,FALSE,1936_49
1936,50,7156.6,10839.57,17996.17,FALSE,1936_50
1936,51,7408.48,11242.35,18650.83,FALSE,1936_51
1936,52,7626.64,11592.98,19219.62,FALSE,1936_52
1936,53,7811.07,11891.46,19702.53,FALSE,1936_53
1936,54,7961.79,12137.81,20099.6,FALSE,1936_54
1936,55,8094.59,12347.18,20441.77,FALSE,1936_55
1936,56,8272.66,12580.24,20852.9,FALSE,1936_56
1936,57,8511.79,12852.21,21364,FALSE,1936_57
1936,58,8811.98,13163.04,21975.02,FALSE,1936_58
1936,59,9173.25,13512.77,22686.02,FALSE,1936_59
1936,60,9587.62,13896.6,23484.22,FALSE,1936_60
1936,61,10023.2,14295.47,24318.67,FALSE,1936_61
1936,62,10472.03,14704.6,25176.63,FALSE,1936_62
1936,63,10934.13,15123.98,26058.11,FALSE,1936_63
1936,64,11409.48,15553.62,26963.1,FALSE,1936_64
1936,65,11880.1,15967.53,27847.63,FALSE,1936_65
1936,66,12274.13,16261.78,28535.91,FALSE,1936_66
1936,67,12573.56,16410.38,28983.94,FALSE,1936_67
1936,68,12778.43,16413.32,29191.75,FALSE,1936_68
1936,69,12888.73,16270.61,29159.34,FALSE,1936_69
1936,70,12929.07,16020.51,28949.58,FALSE,1936_70
1936,71,12997.94,15816.11,28814.05,FALSE,1936_71
1936,72,13119.96,15695.65,28815.61,FALSE,1936_72
1936,73,13295.14,15659.15,28954.29,FALSE,1936_73
1936,74,13523.46,15706.6,29230.06,FALSE,1936_74
1936,75,13756.98,15777.74,29534.72,FALSE,1936_75
1936,76,13803.79,15631.58,29435.37,FALSE,1936_76
1936,77,13615.94,15207.85,28823.79,FALSE,1936_77
1936,78,13193.42,14506.56,27699.98,FALSE,1936_78
1936,79,12536.23,13527.7,26063.93,FALSE,1936_79
1936,80,11686.19,12326.21,24012.4,FALSE,1936_80
1936,81,10810.59,11121.9,21932.49,FALSE,1936_81
1936,82,9951.24,9969.69,19920.93,FALSE,1936_82
1936,83,9108.16,8869.59,17977.75,FALSE,1936_83
1936,84,8281.32,7821.61,16102.93,FALSE,1936_84
1936,85,7468.19,6826.13,14294.32,FALSE,1936_85
1936,86,6658.51,5884.76,12543.27,FALSE,1936_86
1936,87,5849.72,4997.93,10847.65,FALSE,1936_87
1936,88,5041.81,4165.6,9207.41,FALSE,1936_88
1936,89,4234.8,3387.8,7622.6,FALSE,1936_89
1936,90,3445.56,2672.84,6118.4,FALSE,1936_90
1936,91,2741.68,2053.98,4795.66,FALSE,1936_91
1936,92,2140.04,1539.55,3679.59,FALSE,1936_92
1936,93,1640.65,1129.54,2770.19,FALSE,1936_93
1936,94,1243.5,823.95,2067.45,FALSE,1936_94
1936,95,940.32,611.31,1551.63,FALSE,1936_95
1936,96,698,445.75,1143.75,FALSE,1936_96
1936,97,508.25,315.78,824.03,FALSE,1936_97
1936,98,371.08,221.41,592.49,FALSE,1936_98
1936,99,286.47,162.65,449.12,FALSE,1936_99
1936,100,260.7,140.95,401.65,FALSE,1936_100
1936,101,183.69,100.24,283.93,FALSE,1936_101
1936,102,132.1,70.31,202.41,FALSE,1936_102
1936,103,94.28,46.88,141.16,FALSE,1936_103
1936,104,64.25,30.86,95.11,FALSE,1936_104
1936,105,43.1,20,63.1,FALSE,1936_105
1936,106,28.44,12.76,41.2,FALSE,1936_106
1936,107,18.48,8.02,26.5,FALSE,1936_107
1936,108,11.81,4.96,16.77,FALSE,1936_108
1936,109,7.43,3.02,10.45,FALSE,1936_109
1936,110,10.39,3.5,13.89,TRUE,1936_110
1937,0,51790.21,68233.06,120023.27,FALSE,1937_0
1937,1,7536.69,8742.69,16279.38,FALSE,1937_1
1937,2,3787.35,4466.93,8254.28,FALSE,1937_2
1937,3,2510.56,2958.6,5469.16,FALSE,1937_3
1937,4,1994.24,2421.13,4415.37,FALSE,1937_4
1937,5,1717.95,2151.94,3869.89,FALSE,1937_5
1937,6,1542.97,1980.45,3523.42,FALSE,1937_6
1937,7,1397.94,1835.1,3233.04,FALSE,1937_7
1937,8,1282.86,1715.89,2998.75,FALSE,1937_8
1937,9,1197.73,1622.81,2820.54,FALSE,1937_9
1937,10,1148.78,1565.34,2714.12,FALSE,1937_10
1937,11,1161,1581.38,2742.38,FALSE,1937_11
1937,12,1240.61,1680.39,2921,FALSE,1937_12
1937,13,1387.62,1862.36,3249.98,FALSE,1937_13
1937,14,1602.04,2127.3,3729.34,FALSE,1937_14
1937,15,1869.35,2455,4324.35,FALSE,1937_15
1937,16,2131.54,2764.67,4896.21,FALSE,1937_16
1937,17,2374.09,3036.08,5410.17,FALSE,1937_17
1937,18,2597.02,3269.25,5866.27,FALSE,1937_18
1937,19,2800.32,3464.17,6264.49,FALSE,1937_19
1937,20,2983.04,3622.72,6605.76,FALSE,1937_20
1937,21,3141.31,3752.42,6893.73,FALSE,1937_21
1937,22,3274.21,3855.14,7129.35,FALSE,1937_22
1937,23,3381.71,3930.89,7312.6,FALSE,1937_23
1937,24,3463.83,3979.66,7443.49,FALSE,1937_24
1937,25,3522.75,4007.35,7530.1,FALSE,1937_25
1937,26,3567.29,4037.51,7604.8,FALSE,1937_26
1937,27,3599.62,4076.03,7675.65,FALSE,1937_27
1937,28,3619.77,4122.92,7742.69,FALSE,1937_28
