.id,place,zip,place_of_total,total_number,retired_number,disabled_number,widow_number,spouse_number,children_number,total_benefits,retired_benefits,widow_benefits,age65_benefits,zip_ben
Maine,,04644,,40,30,5,5,0,0,43,30,5,35,1
Maine,,04646,,20,15,0,0,5,0,22,16,3,20,1.06666666666667
Maine,,04648,,145,105,20,5,5,10,105,79,4,105,0.752380952380952
Maine,,04649,,390,255,65,35,15,20,290,199,29,280,0.780392156862745
Maine,,04650,,85,65,5,5,10,0,75,63,4,75,0.969230769230769
Maine,,04652,,565,345,95,60,25,40,417,281,45,385,0.814492753623189
Maine,,04653,,120,80,10,15,10,5,104,75,13,95,0.9375
Maine,,04654,,825,520,140,75,35,55,646,429,67,585,0.825
Maine,,04655,,210,145,25,25,10,5,162,111,22,160,0.76551724137931
Maine,,04657,,100,70,15,5,0,10,80,57,5,70,0.814285714285714
Maine,,04658,,385,270,45,40,15,15,314,229,31,290,0.848148148148148
Maine,,04660,,345,270,25,15,20,15,332,277,17,285,1.02592592592593
Maine,,04662,,130,95,5,10,10,10,123,98,10,110,1.03157894736842
Maine,,04664,,235,135,45,25,10,20,192,120,21,150,0.888888888888889
Maine,,04666,,345,225,55,30,15,20,266,189,23,245,0.84
Maine,,04667,,250,125,55,20,20,30,175,103,11,150,0.824
Maine,,04668,,330,165,65,30,25,45,259,151,24,200,0.915151515151515
Maine,,04669,,70,50,5,5,5,5,58,45,4,55,0.9
Maine,,04671,,150,85,25,10,10,20,108,68,8,90,0.8
Maine,,04672,,40,35,0,0,5,0,39,34,0,35,0.971428571428571
Maine,,04673,,20,15,0,5,0,0,24,21,3,20,1.4
Maine,,04674,,65,40,10,10,5,0,60,40,8,55,1
Maine,,04675,,55,35,0,15,5,0,52,33,13,50,0.942857142857143
Maine,,04676,,235,165,30,10,10,20,189,144,9,165,0.872727272727273
Maine,,04677,,100,70,10,5,10,5,89,70,6,75,1
Maine,,04679,,520,365,50,55,15,35,469,347,50,395,0.950684931506849
Maine,,04680,,250,165,40,15,10,20,189,133,14,170,0.806060606060606
Maine,,04681,,365,235,40,35,30,25,311,223,31,280,0.948936170212766
Maine,,04683,,45,35,0,5,0,5,37,32,2,30,0.914285714285714
Maine,,04684,,310,225,35,20,15,15,278,214,19,230,0.951111111111111
Maine,,04685,,75,50,10,10,5,0,62,44,11,60,0.88
Maine,,04686,,30,20,5,5,0,0,21,14,2,25,0.7
Maine,,04691,,100,50,20,10,5,15,74,49,7,60,0.98
Maine,,04693,,175,125,20,15,10,5,144,109,12,135,0.872
Maine,,04694,,580,335,95,70,50,30,524,331,67,400,0.988059701492537
Maine,,04928,,535,320,115,45,25,30,432,279,35,355,0.871875
Maine,,04930,,1240,705,255,95,60,125,985,621,76,760,0.880851063829787
Maine,,04932,,235,110,60,20,15,30,177,86,19,120,0.781818181818182
Maine,,04933,,30,20,10,0,0,0,28,17,0,15,0.85
Maine,,04939,,220,120,50,10,15,25,170,108,9,125,0.9
Maine,,04951,,175,110,30,15,10,10,142,96,14,115,0.872727272727273
Maine,,04953,,720,420,130,60,40,70,574,365,52,465,0.869047619047619
Maine,,04969,,200,100,50,20,10,20,152,82,17,110,0.82
Maine,Portland,,,60345,38015,9165,5510,2965,4690,54426,37303,5373,42300,
Maine,,04003,,150,110,10,15,10,5,145,114,15,120,1.03636363636364
Maine,,04008,,490,280,90,45,15,60,413,260,43,290,0.928571428571429
Maine,,04009,,1125,705,175,100,60,85,956,663,87,775,0.940425531914894
Maine,,04010,,295,160,70,15,15,35,247,150,14,170,0.9375
Maine,,04011,,4290,2880,495,440,250,225,3940,2840,436,3310,0.986111111111111
Maine,,04015,,525,335,85,40,20,45,456,315,36,355,0.940298507462687
Maine,,04017,,120,90,5,15,10,0,109,85,13,105,0.944444444444444
Maine,,04019,,15,15,0,0,0,0,15,11,2,15,0.733333333333333
Maine,,04021,,760,540,65,60,45,50,720,552,58,575,1.02222222222222
Maine,,04022,,205,150,20,15,15,5,196,150,13,165,1
Maine,,04024,,120,60,30,10,5,15,101,55,10,60,0.916666666666667
Maine,,04029,,355,215,65,20,25,30,313,202,19,230,0.93953488372093
Maine,,04032,,1155,805,130,90,45,85,1075,797,90,835,0.990062111801242
Maine,,04037,,795,475,140,80,25,75,666,445,69,530,0.936842105263158
Maine,,04038,,2160,1345,300,225,120,170,1947,1303,217,1530,0.968773234200743
Maine,,04039,,1080,645,195,90,40,110,945,601,82,680,0.931782945736434
Maine,,04040,,610,360,110,45,35,60,518,343,37,385,0.952777777777778
Maine,,04041,,270,150,60,20,10,30,211,132,13,165,0.88
Maine,,04050,,65,50,0,5,5,5,60,47,6,50,0.94
Maine,,04051,,225,145,25,20,5,30,185,134,15,150,0.924137931034483
Maine,,04055,,765,465,135,60,35,70,662,441,49,490,0.948387096774194
Maine,,04057,,75,55,5,5,5,5,67,51,4,60,0.927272727272727
Maine,,04062,,2435,1495,390,205,105,240,2189,1454,208,1595,0.97257525083612
Maine,,04066,,185,140,10,15,15,5,183,145,16,160,1.03571428571429
Maine,,04068,,245,155,40,15,10,25,203,134,12,150,0.864516129032258
Maine,,04069,,230,150,30,25,10,15,213,150,23,160,1
Maine,,04070,,310,220,40,20,10,20,290,210,21,225,0.954545454545455
Maine,,04071,,735,485,110,45,35,60,672,471,43,505,0.971134020618557
Maine,,04074,,2915,2100,205,295,175,140,2857,2161,312,2370,1.02904761904762
Maine,,04075,,80,40,20,5,5,10,64,37,4,50,0.925
Maine,,04077,,165,110,25,10,10,10,150,107,11,115,0.972727272727273
Maine,,04078,,110,85,0,10,15,0,118,96,13,100,1.12941176470588
Maine,,04079,,980,720,80,70,70,40,955,746,72,775,1.03611111111111
Maine,,04082,,40,25,5,5,0,5,32,22,4,25,0.88
Maine,,04084,,1065,630,195,95,40,105,963,608,94,675,0.965079365079365
Maine,,04085,,205,110,50,15,10,20,177,103,13,115,0.936363636363636
Maine,,04086,,1740,1170,205,170,90,105,1625,1160,172,1305,0.991452991452991
Maine,,04088,,325,205,55,15,20,30,267,181,17,225,0.882926829268293
Maine,,04091,,170,105,30,10,10,15,137,87,9,115,0.828571428571429
Maine,,04092,,3245,2030,530,290,165,230,2865,1938,271,2245,0.954679802955665
Maine,,04096,,1390,1015,75,155,85,60,1406,1072,175,1160,1.05615763546798
Maine,,04097,,360,235,45,30,20,30,341,243,29,255,1.03404255319149
Maine,,04098,,190,80,60,10,5,35,142,72,11,85,0.9
Maine,,04101,,2965,1240,930,260,55,480,2308,1129,223,1505,0.910483870967742
Maine,,04102,,2340,1415,450,200,100,175,2087,1406,195,1605,0.993639575971731
Maine,,04103,,5015,3250,675,515,210,365,4492,3125,509,3740,0.961538461538461
Maine,,04104,,730,175,420,25,10,100,527,169,21,175,0.965714285714286
Maine,,04105,,1900,1325,115,210,175,75,1962,1452,239,1595,1.09584905660377
Maine,,04106,,4335,2815,580,440,170,330,3916,2716,434,3140,0.964831261101243
Maine,,04107,,1590,1160,85,150,110,85,1632,1255,172,1305,1.08189655172414
Maine,,04108,,200,160,20,10,5,5,195,161,8,150,1.00625
Maine,,04110,,305,200,10,35,45,15,347,245,47,260,1.225
Maine,,04112,,165,70,55,15,5,20,138,80,14,85,1.14285714285714
Maine,,04116,,85,45,25,5,0,10,80,49,6,50,1.08888888888889
Maine,,04231,,55,35,10,5,5,0,45,30,3,35,0.857142857142857
Maine,,04260,,630,370,105,55,25,75,531,347,45,395,0.937837837837838
Maine,,04267,,40,30,5,5,0,0,37,29,2,35,0.966666666666667
Maine,,04268,,1235,770,205,110,50,100,1033,707,100,825,0.918181818181818
Maine,,04270,,1185,675,260,90,45,115,985,621,74,705,0.92
Maine,,04274,,860,500,190,55,30,85,724,459,45,515,0.918
Maine,,04287,,350,205,65,30,15,35,286,184,23,220,0.897560975609756
Maine,,04291,,55,35,15,5,0,0,56,37,6,35,1.05714285714286
Maine,,04530,,2205,1335,360,250,110,150,2020,1345,244,1530,1.00749063670412
Maine,,04548,,245,165,25,20,20,15,237,171,21,175,1.03636363636364
Maine,,04562,,460,310,55,40,40,15,421,302,37,340,0.974193548387097
Maine,,04565,,55,35,5,10,5,0,48,33,7,40,0.942857142857143
Maine,,04579,,570,355,90,45,35,45,514,355,39,385,1
Maine,"Portsmouth, NH",,,8345,5705,895,765,480,500,7378,5320,722,6255,
Maine,,03901,,990,600,170,80,35,105,851,548,75,635,0.913333333333333
Maine,,03902,,390,295,30,25,30,10,368,286,29,315,0.969491525423729
Maine,,03903,,1040,695,110,90,80,65,871,618,81,770,0.889208633093525
Maine,,03904,,1370,930,165,145,75,55,1128,801,121,1050,0.861290322580645
Maine,,03905,,420,295,30,35,40,20,384,294,31,340,0.996610169491525
Maine,,03906,,755,480,120,60,40,55,656,451,53,505,0.939583333333333
Maine,,03908,,895,595,110,75,35,80,783,549,64,635,0.922689075630252
Maine,,03909,,1685,1230,100,170,95,90,1556,1191,173,1350,0.968292682926829
Maine,,03910,,515,380,55,40,25,15,478,354,43,400,0.931578947368421
Maine,,03911,,285,205,5,45,25,5,301,227,52,255,1.10731707317073
Maine,Presque Isle,,,19650,10805,3840,2065,1275,1665,15278,9195,1660,12675,
Maine,,04413,,55,30,5,10,5,5,49,30,9,40,1
Maine,,04424,,255,150,50,20,15,20,193,125,12,175,0.833333333333333
Maine,,04471,,160,70,55,10,5,20,118,57,8,75,0.814285714285714
Maine,,04497,,110,50,25,15,10,10,78,42,9,70,0.84
Maine,,04730,,2370,1325,410,290,130,215,1791,1096,234,1590,0.827169811320755
Maine,,04732,,430,230,90,55,25,30,351,203,43,275,0.882608695652174
Maine,,04733,,55,35,5,5,0,10,38,26,4,35,0.742857142857143
Maine,,04734,,145,85,35,15,5,5,108,68,10,90,0.8
Maine,,04735,,155,100,25,15,10,5,122,82,11,115,0.82
Maine,,04736,,2665,1440,570,265,165,225,1986,1184,204,1680,0.822222222222222
Maine,,04738,,45,25,10,0,5,5,34,22,1,25,0.88
Maine,,04739,,370,200,85,40,20,25,306,177,30,235,0.885
Maine,,04740,,290,160,55,35,15,25,216,131,26,195,0.81875
Maine,,04742,,960,500,215,85,55,105,697,411,63,555,0.822
Maine,,04743,,1070,615,185,110,80,80,830,521,85,725,0.847154471544716
Maine,,04744,,65,35,15,5,5,5,55,34,4,45,0.971428571428571
Maine,,04745,,290,150,55,30,30,25,252,143,26,180,0.953333333333333
Maine,,04746,,175,90,35,20,20,10,141,78,18,100,0.866666666666667
Maine,,04747,,360,195,80,30,30,25,301,178,29,220,0.912820512820513
Maine,,04750,,570,280,130,60,30,70,390,208,45,305,0.742857142857143
Maine,,04756,,1240,665,210,180,125,60,1127,649,168,865,0.97593984962406
Maine,,04757,,580,340,115,45,35,45,460,293,34,360,0.861764705882353
Maine,,04758,,465,275,80,45,25,40,356,230,38,320,0.836363636363636
Maine,,04760,,235,130,45,25,10,25,165,102,17,145,0.784615384615385
Maine,,04761,,130,90,20,5,10,5,111,79,4,95,0.877777777777778
Maine,,04762,,155,85,40,15,10,5,123,69,13,95,0.811764705882353
Maine,,04763,,205,110,40,20,10,25,158,92,17,120,0.836363636363636
Maine,,04764,,25,20,0,5,0,0,23,17,3,20,0.85
Maine,,04765,,400,220,80,40,35,25,323,190,36,270,0.863636363636364
Maine,,04766,,90,50,15,10,10,5,68,41,7,65,0.82
Maine,,04768,,120,80,20,10,10,0,116,78,10,80,0.975
Maine,,04769,,2275,1230,390,250,105,300,1777,1076,212,1485,0.87479674796748
Maine,,04772,,230,130,40,25,20,15,181,113,20,150,0.869230769230769
Maine,,04773,,190,120,30,5,25,10,168,114,7,130,0.95
Maine,,04774,,265,135,65,25,25,15,191,101,19,175,0.748148148148148
Maine,,04775,,20,10,10,0,0,0,16,9,1,10,0.9
Maine,,04776,,225,130,45,20,20,10,172,112,15,140,0.861538461538462
Maine,,04777,,120,60,25,10,10,15,98,53,10,75,0.883333333333333
Maine,,04779,,160,105,30,10,10,5,127,87,7,100,0.828571428571429
Maine,,04780,,150,75,40,15,10,10,115,63,12,95,0.84
Maine,,04781,,145,80,30,15,10,10,115,71,12,90,0.8875
Maine,,04783,,150,100,25,10,10,5,132,91,8,110,0.91
Maine,,04785,,955,480,215,115,70,75,678,375,82,600,0.78125
Maine,,04786,,420,260,75,40,20,25,335,219,30,290,0.842307692307692
Maine,,04787,,105,60,20,10,0,15,78,49,7,60,0.816666666666667
Maine,Rockland,,,17045,10790,2405,1565,980,1305,14507,10011,1437,12015,
Maine,,04354,,295,185,50,15,15,30,229,161,10,175,0.87027027027027
Maine,,04547,,315,215,30,35,15,20,272,201,31,240,0.934883720930232
Maine,,04563,,285,195,35,25,20,10,250,181,23,215,0.928205128205128
Maine,,04572,,1140,725,170,75,70,100,914,652,59,795,0.899310344827586
Maine,,04574,,285,175,50,25,10,25,225,150,21,180,0.857142857142857
Maine,,04841,,1945,1140,360,200,85,160,1618,1047,183,1300,0.918421052631579
Maine,,04843,,1320,975,75,140,85,45,1279,990,154,1100,1.01538461538462
Maine,,04846,,45,25,5,5,0,10,33,19,4,25,0.76
Maine,,04847,,215,145,25,10,15,20,178,131,10,155,0.903448275862069
Maine,,04848,,170,125,10,15,15,5,166,129,15,140,1.032
Maine,,04849,,725,490,85,60,50,40,624,456,53,520,0.930612244897959
Maine,,04850,,40,15,10,0,5,10,35,18,3,25,1.2
Maine,,04853,,65,50,0,5,10,0,64,52,7,60,1.04
Maine,,04854,,410,290,30,45,30,15,375,283,46,330,0.975862068965517
Maine,,04855,,100,75,5,10,5,5,95,76,10,85,1.01333333333333
Maine,,04856,,685,475,55,60,55,40,678,496,64,530,1.04421052631579
Maine,,04858,,280,195,30,30,10,15,244,179,29,210,0.917948717948718
Maine,,04859,,260,180,20,20,25,15,251,193,19,200,1.07222222222222
Maine,,04860,,420,315,30,35,25,15,384,300,37,335,0.952380952380952
Maine,,04861,,805,455,115,70,40,125,657,412,65,540,0.905494505494505
Maine,,04862,,705,430,110,55,50,60,585,385,55,475,0.895348837209302
Maine,,04863,,265,175,15,40,20,15,224,161,32,215,0.92
Maine,,04864,,610,375,105,45,25,60,503,341,40,400,0.909333333333333
Maine,,04865,,60,40,10,5,0,5,52,36,4,45,0.9
Maine,,04915,,2140,1285,350,225,95,185,1762,1165,202,1465,0.906614785992218
Maine,,04921,,320,180,65,30,20,25,253,153,23,195,0.85
Maine,,04941,,290,160,45,30,20,35,221,134,25,190,0.8375
Maine,,04949,,205,130,35,15,15,10,156,104,14,140,0.8
Maine,,04952,,340,210,55,35,15,25,269,175,30,225,0.833333333333333
Maine,,04972,,25,15,0,5,5,0,22,14,3,20,0.933333333333333
Maine,,04973,,210,130,35,10,10,25,170,115,10,135,0.884615384615385
Maine,,04974,,705,435,125,80,35,30,608,399,68,500,0.917241379310345
Maine,,04981,,450,290,80,30,25,25,396,271,28,295,0.93448275862069
Maine,,04986,,275,140,45,30,25,35,196,115,20,175,0.821428571428571
Maine,,04987,,220,125,45,15,10,25,163,101,14,130,0.808
Maine,,04988,,420,225,95,35,25,40,328,191,27,250,0.848888888888889
Maine,Rumford,,,7260,4390,1225,630,410,605,6208,4107,580,4840,
Maine,,04216,,200,115,30,20,15,20,167,111,19,135,0.965217391304348
Maine,,04217,,645,430,90,45,30,50,562,398,45,455,0.925581395348837
Maine,,04224,,740,415,135,70,45,75,626,389,61,470,0.937349397590361
Maine,,04226,,50,30,10,5,0,5,47,29,6,35,0.966666666666667
Maine,,04227,,60,30,15,5,5,5,43,25,4,30,0.833333333333333
Maine,,04237,,75,50,5,5,10,5,66,44,7,55,0.88
Maine,,04257,,825,410,180,95,45,95,704,396,95,510,0.965853658536585
Maine,,04261,,85,65,10,0,5,5,79,63,2,65,0.969230769230769
Maine,,04275,,135,75,30,10,15,5,117,72,7,85,0.96
Maine,,04276,,1750,1030,300,165,105,150,1487,979,159,1180,0.950485436893204
Maine,,04278,,30,15,5,0,5,5,31,18,4,15,1.2
Maine,,04285,,130,80,20,10,10,10,104,68,8,85,0.85
Maine,,04286,,40,25,5,5,0,5,38,28,3,25,1.12
Maine,,04290,,360,205,60,35,25,35,304,192,30,235,0.936585365853659
Maine,,04936,,65,50,5,5,5,0,56,44,4,50,0.88
Maine,,04947,,310,220,30,25,15,20,276,207,24,230,0.940909090909091
Maine,,04956,,130,75,30,10,5,10,105,62,8,80,0.826666666666667
Maine,,04964,,135,105,15,5,5,5,132,103,4,90,0.980952380952381
Maine,,04966,,415,260,80,35,15,25,347,226,27,280,0.869230769230769
Maine,,04970,,420,305,40,35,25,15,377,291,30,315,0.954098360655738
Maine,,04982,,135,75,25,15,10,10,110,68,10,85,0.906666666666667
Maine,,04983,,385,245,75,25,10,30,320,223,20,250,0.910204081632653
Maine,,04984,,140,80,30,5,5,20,113,72,4,80,0.9
Maine,Saco,,,28905,18505,4615,2260,1225,2300,25168,17365,2101,19845,
Maine,,03907,,555,450,40,35,25,5,560,462,39,465,1.02666666666667
Maine,,04001,,445,280,70,30,25,40,400,275,24,295,0.982142857142857
Maine,,04002,,1305,865,215,100,60,65,1144,805,90,910,0.930635838150289
Maine,,04004,,130,80,25,5,10,10,120,81,5,85,1.0125
Maine,,04005,,4300,2745,725,320,145,365,3562,2467,278,2935,0.89872495446266
Maine,,04006,,80,65,0,5,5,5,80,63,9,70,0.969230769230769
Maine,,04014,,155,115,10,15,10,5,157,124,13,120,1.07826086956522
Maine,,04020,,320,190,50,30,15,35,254,171,21,215,0.9
Maine,,04027,,860,455,190,75,40,100,717,422,65,485,0.927472527472528
Maine,,04028,,20,10,5,5,0,0,18,10,2,15,1
Maine,,04030,,300,170,65,25,10,30,245,152,22,185,0.894117647058824
Maine,,04042,,540,300,120,40,25,55,482,293,33,320,0.976666666666667
Maine,,04043,,2215,1590,175,230,125,95,2180,1636,249,1790,1.02893081761006
Maine,,04046,,1420,990,145,115,85,85,1349,992,120,1050,1.0020202020202
Maine,,04047,,460,270,95,30,20,45,386,248,26,280,0.918518518518519
Maine,,04048,,470,265,85,40,20,60,385,245,36,290,0.924528301886792
Maine,,04049,,500,265,115,35,30,55,415,243,32,295,0.916981132075472
Maine,,04054,,300,245,10,15,20,10,279,235,15,255,0.959183673469388
Maine,,04056,,55,35,10,5,0,5,50,32,3,40,0.914285714285714
Maine,,04061,,290,135,75,15,5,60,241,131,13,135,0.97037037037037
Maine,,04063,,240,185,15,25,10,5,219,169,26,215,0.913513513513514
Maine,,04064,,1890,1190,335,165,90,110,1675,1120,154,1285,0.941176470588235
Maine,,04072,,3390,2220,530,265,115,260,2913,2025,239,2385,0.912162162162162
Maine,,04073,,3410,2025,655,265,95,370,2757,1809,234,2170,0.893333333333333
Maine,,04076,,465,310,75,25,20,35,399,285,24,320,0.919354838709677
Maine,,04083,,995,630,170,60,50,85,810,560,55,680,0.888888888888889
Maine,,04087,,365,195,85,20,15,50,288,166,17,200,0.851282051282051
Maine,,04090,,1930,1345,240,160,90,95,1786,1315,156,1430,0.977695167286245
Maine,,04093,,1145,675,220,80,50,120,995,643,77,715,0.952592592592593
Maine,,04094,,150,95,30,5,5,15,128,86,4,95,0.905263157894737
Maine,,04095,,205,115,35,20,10,25,164,100,18,115,0.869565217391304
Maine,Waterville,,,22435,12770,4620,1910,1075,2060,18320,11497,1641,14070,
Maine,,04360,,110,65,20,5,5,15,83,57,6,70,0.876923076923077
Maine,,04478,,115,80,15,5,5,10,104,77,7,85,0.9625
Maine,,04901,,5800,3475,1060,525,265,475,4871,3215,481,3905,0.925179856115108
Maine,,04903,,290,100,100,25,15,50,213,98,21,120,0.98
Maine,,04910,,410,205,80,45,35,45,326,186,37,250,0.907317073170732
Maine,,04911,,510,235,140,50,20,65,383,205,39,255,0.872340425531915
Maine,,04912,,240,115,60,20,15,30,176,90,20,135,0.782608695652174
Maine,,04917,,525,305,95,45,35,45,435,274,37,330,0.898360655737705
Maine,,04918,,155,110,15,10,10,10,140,111,8,115,1.00909090909091
Maine,,04920,,515,270,125,45,35,40,414,237,40,305,0.877777777777778
Maine,,04922,,235,120,65,20,10,20,185,106,14,130,0.883333333333333
Maine,,04923,,130,80,30,10,5,5,105,67,7,80,0.8375
Maine,,04924,,410,205,105,35,15,50,323,181,25,225,0.882926829268293
Maine,,04925,,25,20,0,0,5,0,17,14,1,20,0.7
Maine,,04926,,115,70,20,10,5,10,105,67,11,75,0.957142857142857
Maine,,04927,,670,330,185,50,35,70,543,300,42,365,0.909090909090909
Maine,,04929,,215,100,60,15,10,30,161,88,9,105,0.88
Maine,,04935,,65,45,10,5,5,0,53,37,4,50,0.822222222222222
Maine,,04937,,1275,675,310,105,50,135,1046,620,88,735,0.918518518518519
Maine,,04942,,385,220,80,35,20,30,284,171,28,240,0.777272727272727
Maine,,04943,,490,280,105,40,20,45,379,240,29,295,0.857142857142857
Maine,,04944,,20,15,5,0,0,0,19,15,1,15,1
Maine,,04945,,240,130,45,30,15,20,199,112,24,145,0.861538461538462
Maine,,04950,,1210,715,220,125,55,95,1018,650,107,805,0.909090909090909
Maine,,04954,,50,30,15,0,0,5,40,27,2,25,0.9
Maine,,04957,,895,510,205,60,35,85,739,455,50,525,0.892156862745098
Maine,,04958,,465,260,90,60,30,25,386,236,49,310,0.907692307692308
Maine,,04961,,195,135,25,15,10,10,152,108,13,130,0.8
Maine,,04962,,150,90,25,10,5,20,107,75,6,95,0.833333333333333
Maine,,04963,,1295,735,270,105,65,120,1102,684,98,790,0.930612244897959
Maine,,04965,,440,250,100,40,20,30,350,211,34,280,0.844
Maine,,04967,,875,505,135,75,55,105,696,462,63,575,0.914851485148515
Maine,,04971,,385,215,95,30,15,30,310,188,24,225,0.874418604651163
Maine,,04975,,65,40,10,0,5,10,52,35,1,45,0.875
Maine,,04976,,2390,1425,485,185,95,200,1933,1250,154,1565,0.87719298245614
Maine,,04978,,220,125,40,15,10,30,180,112,16,135,0.896
Maine,,04979,,240,125,55,20,10,30,194,113,16,135,0.904
Maine,,04985,,30,20,5,5,0,0,23,14,2,15,0.7
Maine,,04989,,585,340,115,35,30,65,469,305,28,365,0.897058823529412
Maine,,,,,,,,,,,,,,
Maine,,,,,,,,,,,,,,
Maryland,All areas c,,,48434281,30460839,6518989,4749379,2680259,4024815,44351668,30521816,4470918,34019044,
Maryland,,,"Total, Maryland",771357,508682,90608,72922,35447,63698,726689,516057,70674,559361,
Maryland,Abingdon,,,32685,21445,3880,3260,1560,2540,30836,21573,3159,23225,
Maryland,,21001,,3650,2060,640,410,165,375,2969,1802,346,2375,0.874757281553398
Maryland,,21005,,30,5,5,5,0,15,18,4,2,5,0.8
Maryland,,21009,,2490,1570,345,270,85,220,2443,1626,264,1700,1.03566878980892
Maryland,,21014,,5340,3735,450,585,290,280,5257,3869,602,4180,1.03587684069612
Maryland,,21015,,3480,2415,285,350,195,235,3414,2502,355,2635,1.0360248447205
Maryland,,21017,,490,295,85,50,10,50,483,317,48,305,1.07457627118644
Maryland,,21018,,25,15,5,5,0,0,25,16,4,20,1.06666666666667
Maryland,,21028,,605,445,50,55,35,20,569,433,57,465,0.973033707865168
Maryland,,21034,,720,480,100,50,40,50,636,450,45,490,0.9375
Maryland,,21040,,2705,1340,570,260,105,430,2294,1283,243,1420,0.957462686567164
Maryland,,21047,,2105,1605,150,145,100,105,2201,1749,155,1605,1.08971962616822
Maryland,,21050,,2620,1895,180,250,130,165,2626,1992,255,2010,1.05118733509235
Maryland,,21078,,2690,1685,400,295,120,190,2323,1522,267,1890,0.90326409495549
Maryland,,21084,,1150,810,105,115,55,65,1171,861,113,845,1.06296296296296
Maryland,,21085,,2770,1895,315,235,120,205,2717,1970,230,1970,1.03957783641161
Maryland,,21130,,70,45,10,5,5,5,62,48,2,55,1.06666666666667
Maryland,,21132,,385,245,45,40,20,35,359,246,39,265,1.00408163265306
Maryland,,21154,,975,635,100,105,60,75,906,620,101,695,0.976377952755906
Maryland,,21160,,385,270,40,30,25,20,355,256,31,295,0.948148148148148
Maryland,Annapolis,,,25770,18510,2155,2300,1330,1475,25743,19586,2313,19975,
Maryland,,20711,,1135,755,140,105,60,75,1069,755,98,815,1
Maryland,,20733,,400,265,50,40,15,30,377,258,40,295,0.973584905660377
Maryland,,20751,,350,245,35,35,15,20,348,249,33,260,1.01632653061224
Maryland,,20758,,165,120,15,10,10,10,163,128,11,120,1.06666666666667
Maryland,,20764,,495,325,45,55,25,45,458,323,49,340,0.993846153846154
Maryland,,20765,,130,95,10,10,5,10,136,106,9,95,1.11578947368421
Maryland,,20776,,475,340,40,40,20,35,470,357,38,355,1.05
Maryland,,20778,,250,175,25,25,5,20,249,182,27,185,1.04
Maryland,,20779,,205,155,15,15,10,10,213,168,17,155,1.08387096774194
Maryland,,21012,,2505,1790,185,230,125,175,2623,1974,246,1890,1.10279329608939
Maryland,,21032,,1160,830,110,100,40,80,1182,886,104,830,1.06746987951807
Maryland,,21035,,1050,805,60,75,60,50,1109,890,74,835,1.1055900621118
Maryland,,21037,,2610,1880,205,240,130,155,2646,2017,232,2005,1.07287234042553
Maryland,,21106,,80,60,10,5,5,0,81,60,7,65,1
Maryland,,21140,,455,330,40,35,25,25,457,346,35,335,1.04848484848485
Maryland,,21401,,7465,5390,605,715,410,345,7325,5620,719,6085,1.04267161410019
Maryland,,21402,,20,10,5,0,0,5,18,11,3,10,1.1
Maryland,,21403,,4630,3405,365,385,240,235,4615,3607,387,3670,1.05932452276065
Maryland,,21404,,80,60,15,5,0,0,78,58,3,60,0.966666666666667
Maryland,,21405,,125,100,5,5,10,5,140,116,7,105,1.16
Maryland,,21409,,1985,1375,175,170,120,145,1986,1473,175,1465,1.07127272727273
Maryland,"Baltimore, Downtown",,,22005,11900,4340,2745,725,2295,18605,11176,2373,14010,
Maryland,,21201,,2660,1505,635,290,55,175,2042,1236,209,1740,0.821262458471761
Maryland,,21202,,2350,1150,545,250,55,350,1868,1070,190,1315,0.930434782608696
Maryland,,21203,,295,155,95,10,5,30,262,150,9,160,0.967741935483871
Maryland,,21205,,2765,1250,660,345,75,435,2147,1116,281,1490,0.8928
Maryland,,21224,,7745,4450,1240,1045,315,695,6906,4348,973,5335,0.977078651685393
Maryland,,21230,,4425,2425,800,575,175,450,3923,2369,522,2850,0.976907216494845
Maryland,,21231,,1710,950,345,225,45,145,1394,862,182,1105,0.907368421052632
Maryland,,21263,,20,0,10,0,0,10,13,1,0,0,
Maryland,,21281,,35,15,10,5,0,5,27,15,2,15,1
Maryland,"Baltimore, North",,,10460,6075,1965,1105,305,1010,9371,6098,1001,6845,
Maryland,,21211,,2985,1850,480,365,115,175,2815,1890,361,2160,1.02162162162162
Maryland,,21218,,7475,4225,1485,740,190,835,6556,4209,640,4685,0.996213017751479
Maryland,"Baltimore, Northeast",,,13135,6975,2555,1350,435,1820,11176,6681,1197,7880,
Maryland,,21206,,7175,3970,1310,705,280,910,6394,3952,659,4435,0.995465994962217
Maryland,,21213,,5960,3005,1245,645,155,910,4782,2729,539,3445,0.908153078202995
Maryland,"Baltimore, Reisterstown",,,25420,14780,4575,2465,595,3005,21243,13677,2065,16425,
Maryland,,21215,,12965,7715,2165,1225,325,1535,11294,7441,1083,8500,0.96448476992871
Maryland,,21216,,6460,3875,1060,620,170,735,5381,3536,518,4345,0.912516129032258
Maryland,,21217,,5995,3190,1350,620,100,735,4569,2700,464,3580,0.846394984326019
Maryland,"Baltimore, Rossville",,,33070,19660,4950,3950,1665,2845,31477,20360,3916,22755,
Maryland,,21027,,85,65,10,5,5,0,84,62,6,75,0.953846153846154
Maryland,,21052,,105,50,25,15,5,10,103,52,14,65,1.04
Maryland,,21219,,1970,1210,255,255,115,135,1930,1281,245,1410,1.05867768595041
Maryland,,21220,,6240,3770,975,645,265,585,6027,3971,643,4135,1.05331564986737
Maryland,,21221,,7710,4540,1240,930,375,625,7301,4652,918,5265,1.02466960352423
