.id,place,zip,place_of_total,total_number,retired_number,disabled_number,widow_number,spouse_number,children_number,total_benefits,retired_benefits,widow_benefits,age65_benefits,zip_ben
Alabama,,35645,,2515,1375,430,285,200,225,2334,1426,270,1585,1.03709090909091
Alabama,,35646,,1295,590,310,140,85,170,1085,574,115,705,0.972881355932203
Alabama,,35648,,895,480,165,100,90,60,787,469,90,580,0.977083333333333
Alabama,,35652,,1970,1085,340,225,155,165,1687,1030,194,1265,0.949308755760369
Alabama,,35653,,2420,1285,445,310,165,215,2057,1229,272,1560,0.956420233463035
Alabama,,35654,,1660,835,340,205,120,160,1382,784,167,1010,0.938922155688623
Alabama,,35660,,2530,1335,510,300,135,250,2233,1358,278,1605,1.01722846441948
Alabama,,35661,,3400,1955,590,365,245,245,3224,2030,362,2245,1.0383631713555
Alabama,,35662,,220,95,55,20,10,40,202,101,21,100,1.06315789473684
Alabama,,35674,,4495,2325,860,610,285,415,4001,2329,558,2805,1.00172043010753
Alabama,,35677,,450,205,100,50,40,55,355,187,40,250,0.91219512195122
Alabama,Gadsden,,,40650,21645,8075,4670,2265,3995,34837,20535,4050,25170,
Alabama,,35901,,4815,2565,930,595,240,485,4339,2574,536,3095,1.00350877192982
Alabama,,35902,,605,255,145,55,15,135,493,263,46,290,1.03137254901961
Alabama,,35903,,4230,2080,910,550,225,465,3661,2003,496,2550,0.962980769230769
Alabama,,35904,,3920,2055,765,495,265,340,3394,1998,442,2530,0.972262773722628
Alabama,,35905,,1580,850,290,190,110,140,1446,849,176,1020,0.998823529411765
Alabama,,35906,,2105,1245,335,250,145,130,2040,1319,246,1430,1.05943775100402
Alabama,,35907,,1450,805,270,165,95,115,1386,824,165,885,1.02360248447205
Alabama,,35952,,1670,805,370,205,100,190,1340,721,169,955,0.895652173913044
Alabama,,35954,,3150,1400,755,400,205,390,2638,1336,349,1755,0.954285714285714
Alabama,,35959,,1170,670,240,90,50,120,1006,641,68,690,0.956716417910448
Alabama,,35960,,2580,1515,490,275,115,185,2214,1404,226,1665,0.926732673267327
Alabama,,35961,,1120,585,220,135,60,120,887,508,107,690,0.868376068376069
Alabama,,35963,,325,170,65,40,20,30,254,144,31,200,0.847058823529412
Alabama,,35967,,2825,1720,500,265,125,215,2354,1553,214,1900,0.902906976744186
Alabama,,35968,,1195,700,200,130,65,100,996,631,115,770,0.901428571428571
Alabama,,35971,,1050,495,215,115,50,175,778,414,84,590,0.836363636363636
Alabama,,35972,,255,150,35,25,25,20,226,141,22,170,0.94
Alabama,,35973,,625,320,145,65,25,70,508,291,51,350,0.909375
Alabama,,35975,,235,145,35,20,15,20,180,118,13,160,0.813793103448276
Alabama,,35978,,1160,625,210,130,70,125,950,564,111,720,0.9024
Alabama,,35981,,545,305,95,70,25,50,449,273,63,350,0.895081967213115
Alabama,,35983,,880,485,205,70,45,75,730,443,54,495,0.91340206185567
Alabama,,35984,,490,310,70,40,30,40,425,291,35,320,0.938709677419355
Alabama,,35986,,1660,910,330,185,85,150,1322,792,145,1025,0.87032967032967
Alabama,,35988,,345,145,95,35,20,50,263,130,27,175,0.896551724137931
Alabama,,35989,,575,295,130,60,35,55,473,271,46,345,0.91864406779661
Alabama,,35990,,75,35,20,10,5,5,69,33,11,40,0.942857142857143
Alabama,,36275,,15,5,5,5,0,0,13,5,1,5,1
Alabama,Huntsville,,,59400,36170,8660,6105,3510,4955,51791,34443,5292,40485,
Alabama,,35740,,895,475,155,120,55,90,764,453,99,565,0.953684210526316
Alabama,,35741,,560,355,60,55,40,50,508,355,49,395,1
Alabama,,35744,,495,260,105,50,35,45,412,238,44,295,0.915384615384615
Alabama,,35745,,60,30,10,10,5,5,48,26,8,35,0.866666666666667
Alabama,,35746,,160,80,30,15,15,20,135,75,12,95,0.9375
Alabama,,35748,,1025,600,165,100,70,90,858,539,82,655,0.898333333333333
Alabama,,35749,,1830,1130,265,160,95,180,1660,1135,139,1195,1.00442477876106
Alabama,,35750,,1865,1020,325,195,105,220,1560,928,163,1120,0.909803921568627
Alabama,,35751,,45,25,5,10,0,5,38,26,5,30,1.04
Alabama,,35752,,510,275,120,55,15,45,440,253,44,295,0.92
Alabama,,35755,,180,115,30,15,10,10,157,106,10,115,0.921739130434783
Alabama,,35756,,700,395,135,60,35,75,598,370,47,435,0.936708860759494
Alabama,,35757,,985,615,135,90,40,105,901,596,82,625,0.969105691056911
Alabama,,35758,,3455,2170,435,305,215,330,3232,2210,298,2340,1.0184331797235
Alabama,,35759,,840,570,100,60,50,60,754,541,59,600,0.949122807017544
Alabama,,35760,,955,535,165,115,60,80,797,484,92,615,0.904672897196262
Alabama,,35761,,1380,785,240,130,75,150,1137,722,102,845,0.919745222929936
Alabama,,35762,,20,15,5,0,0,0,21,17,0,15,1.13333333333333
Alabama,,35763,,1300,875,140,125,75,85,1185,849,120,935,0.970285714285714
Alabama,,35764,,140,70,20,30,5,15,111,61,24,85,0.871428571428572
Alabama,,35765,,830,485,145,90,55,55,691,435,71,550,0.896907216494845
Alabama,,35766,,45,30,5,5,5,0,38,27,6,35,0.9
Alabama,,35767,,30,20,5,5,0,0,27,18,4,25,0.9
Alabama,,35768,,2950,1700,525,335,135,255,2503,1596,267,1925,0.938823529411765
Alabama,,35769,,1980,1215,305,180,125,155,1814,1224,158,1325,1.00740740740741
Alabama,,35771,,830,410,185,90,40,105,649,360,63,470,0.878048780487805
Alabama,,35772,,1050,550,230,125,40,105,894,513,97,625,0.932727272727273
Alabama,,35773,,1535,840,300,160,75,160,1266,761,125,935,0.905952380952381
Alabama,,35774,,40,20,10,5,0,5,32,17,5,25,0.85
Alabama,,35776,,675,390,115,75,40,55,561,353,59,440,0.905128205128205
Alabama,,35801,,4525,3125,345,555,305,195,4235,3127,535,3690,1.00064
Alabama,,35802,,4825,3465,280,535,410,135,4469,3384,525,4120,0.976623376623377
Alabama,,35803,,3810,2580,345,355,295,235,3523,2536,350,2890,0.982945736434108
Alabama,,35804,,215,125,40,15,10,25,206,145,13,135,1.16
Alabama,,35805,,3085,1560,715,370,150,290,2328,1314,285,1840,0.842307692307692
Alabama,,35806,,1780,1175,200,165,120,120,1624,1143,141,1285,0.972765957446808
Alabama,,35807,,105,55,30,5,0,15,83,49,4,55,0.890909090909091
Alabama,,35808,,30,5,5,5,0,15,18,5,2,5,1
Alabama,,35810,,5470,3180,950,535,240,565,4540,2925,436,3470,0.919811320754717
Alabama,,35811,,3950,2535,515,360,210,330,3446,2385,309,2740,0.940828402366864
Alabama,,35814,,115,60,20,5,5,25,97,59,5,65,0.983333333333333
Alabama,,35815,,165,110,25,10,10,10,153,107,9,110,0.972727272727273
Alabama,,35816,,1975,1065,365,195,95,255,1547,932,153,1245,0.875117370892019
Alabama,,35824,,285,165,45,25,25,25,274,178,25,185,1.07878787878788
Alabama,,35958,,665,370,110,70,55,60,573,352,59,405,0.951351351351351
Alabama,,35966,,750,385,145,100,50,70,628,356,80,435,0.924675324675325
Alabama,,35979,,285,155,55,30,15,30,239,143,27,165,0.92258064516129
Alabama,Jackson,,,15450,7700,3025,1670,880,2175,12719,7269,1314,8855,
Alabama,,36425,,280,125,50,45,10,50,206,106,32,160,0.848
Alabama,,36436,,80,45,15,5,5,10,70,43,6,45,0.955555555555556
Alabama,,36439,,225,115,55,20,10,25,191,114,14,125,0.991304347826087
Alabama,,36444,,190,115,40,10,5,20,159,100,9,120,0.869565217391304
Alabama,,36445,,935,500,185,85,45,120,772,454,71,540,0.908
Alabama,,36446,,165,60,35,30,10,30,134,60,24,80,1
Alabama,,36451,,1150,625,195,140,55,135,955,578,112,720,0.9248
Alabama,,36458,,140,70,30,10,10,20,121,70,5,70,1
Alabama,,36460,,1730,980,285,175,75,215,1452,920,139,1105,0.938775510204082
Alabama,,36461,,570,245,135,50,15,125,454,241,37,265,0.983673469387755
Alabama,,36470,,30,20,5,5,0,0,21,14,2,20,0.7
Alabama,,36471,,320,130,85,40,15,50,243,112,31,160,0.861538461538462
Alabama,,36480,,400,240,75,30,20,35,349,224,24,260,0.933333333333333
Alabama,,36481,,110,45,20,15,5,25,73,35,12,60,0.777777777777778
Alabama,,36482,,255,115,45,35,20,40,179,90,24,155,0.782608695652174
Alabama,,36513,,200,75,50,25,10,40,160,74,18,95,0.986666666666667
Alabama,,36518,,670,370,110,70,40,80,587,362,67,420,0.978378378378378
Alabama,,36524,,410,210,75,50,20,55,324,192,35,230,0.914285714285714
Alabama,,36529,,165,65,45,15,20,20,119,57,10,80,0.876923076923077
Alabama,,36538,,125,40,35,20,10,20,89,37,14,60,0.925
Alabama,,36539,,130,55,30,15,15,15,105,48,13,65,0.872727272727273
Alabama,,36540,,195,55,60,15,20,45,126,48,8,70,0.872727272727273
Alabama,,36545,,2270,1145,425,255,130,315,1920,1123,211,1315,0.980786026200873
Alabama,,36548,,265,135,45,25,20,40,237,137,18,155,1.01481481481481
Alabama,,36553,,725,255,175,60,45,190,547,243,43,285,0.952941176470588
Alabama,,36556,,90,40,25,5,5,15,87,44,6,50,1.1
Alabama,,36558,,935,455,200,115,70,95,747,409,85,540,0.898901098901099
Alabama,,36569,,185,95,35,20,10,25,168,97,15,105,1.02105263157895
Alabama,,36581,,45,30,5,5,5,0,36,27,3,35,0.9
Alabama,,36583,,155,80,25,20,15,15,148,84,18,100,1.05
Alabama,,36584,,170,105,25,20,15,5,140,93,13,115,0.885714285714286
Alabama,,36585,,250,135,45,25,15,30,218,131,22,150,0.97037037037037
Alabama,,36727,,30,15,5,5,5,0,19,11,3,20,0.733333333333333
Alabama,,36784,,1855,910,355,210,110,270,1545,879,167,1080,0.965934065934066
Alabama,Jasper,,,19620,9255,4450,2495,1200,2220,17170,9052,2186,11330,
Alabama,,35038,,40,15,10,5,0,10,33,17,1,15,1.13333333333333
Alabama,,35062,,1860,905,390,245,130,190,1716,918,232,1115,1.01436464088398
Alabama,,35063,,770,315,220,110,45,80,679,318,99,400,1.00952380952381
Alabama,,35130,,850,400,190,105,55,100,780,418,91,475,1.045
Alabama,,35148,,960,410,225,140,60,125,821,402,120,520,0.980487804878049
Alabama,,35501,,2480,1215,500,340,130,295,2152,1196,301,1520,0.984362139917696
Alabama,,35502,,885,370,235,120,25,135,738,370,98,455,1
Alabama,,35503,,1970,1005,455,215,120,175,1759,970,192,1190,0.965174129353234
Alabama,,35504,,2870,1520,515,330,200,305,2573,1506,298,1820,0.990789473684211
Alabama,,35549,,1210,545,305,160,75,125,1020,508,126,675,0.932110091743119
Alabama,,35550,,1575,710,375,200,80,210,1338,683,170,870,0.961971830985916
Alabama,,35554,,295,175,65,25,15,15,247,152,20,190,0.868571428571429
Alabama,,35560,,55,20,20,10,5,0,60,20,10,25,1
Alabama,,35573,,50,25,10,5,5,5,49,27,2,30,1.08
Alabama,,35578,,1410,590,370,175,110,165,1182,551,150,750,0.933898305084746
Alabama,,35579,,800,365,185,95,55,100,690,353,84,430,0.967123287671233
Alabama,,35580,,1070,470,250,150,70,130,938,466,135,605,0.991489361702128
Alabama,,35584,,215,75,60,35,10,35,183,73,32,100,0.973333333333333
Alabama,,35587,,255,125,70,30,10,20,211,103,26,145,0.824
Alabama,Mobile,,,75190,39315,13350,8725,4245,9555,65784,38876,7899,45905,
Alabama,,36505,,295,115,85,30,15,50,256,112,22,130,0.973913043478261
Alabama,,36509,,465,245,85,60,30,45,369,211,50,295,0.861224489795918
Alabama,,36512,,35,20,10,0,5,0,26,15,1,25,0.75
Alabama,,36521,,910,400,220,95,65,130,784,391,82,465,0.9775
Alabama,,36522,,1400,645,285,195,75,200,1181,611,162,765,0.947286821705426
Alabama,,36523,,635,310,125,80,55,65,488,267,61,370,0.861290322580645
Alabama,,36525,,405,160,95,45,30,75,352,165,42,190,1.03125
Alabama,,36528,,345,245,35,25,20,20,341,260,23,245,1.06122448979592
Alabama,,36541,,2405,1150,500,275,165,315,2126,1147,254,1340,0.997391304347826
Alabama,,36544,,1530,690,340,165,95,240,1197,607,133,775,0.879710144927536
Alabama,,36560,,910,315,270,80,35,210,699,284,66,365,0.901587301587302
Alabama,,36568,,250,100,50,25,20,55,178,86,22,130,0.86
Alabama,,36571,,3075,1700,485,385,220,285,2934,1781,381,1975,1.04764705882353
Alabama,,36572,,1265,700,200,145,85,135,1246,753,148,790,1.07571428571429
Alabama,,36575,,2750,1365,550,300,170,365,2475,1380,280,1540,1.01098901098901
Alabama,,36582,,3675,1905,710,405,205,450,3157,1823,354,2145,0.956955380577428
Alabama,,36587,,1595,715,385,155,105,235,1360,689,139,805,0.963636363636364
Alabama,,36590,,385,185,85,30,25,60,323,176,30,210,0.951351351351351
Alabama,,36601,,200,90,55,20,5,30,164,95,13,100,1.05555555555556
Alabama,,36602,,320,185,65,40,10,20,251,161,31,220,0.87027027027027
Alabama,,36603,,1845,880,400,230,60,275,1332,714,167,1055,0.811363636363636
Alabama,,36604,,1605,835,345,180,60,185,1333,763,160,960,0.91377245508982
Alabama,,36605,,5835,2675,1195,745,270,950,4644,2452,624,3200,0.916635514018692
Alabama,,36606,,3085,1650,510,380,130,415,2702,1652,355,1955,1.00121212121212
Alabama,,36607,,1620,850,265,250,65,190,1299,748,214,1065,0.88
Alabama,,36608,,5795,3490,655,690,450,510,5779,3899,718,4195,1.11719197707736
Alabama,,36609,,3580,2075,465,345,200,495,3315,2170,362,2400,1.04578313253012
Alabama,,36610,,3435,1515,765,465,140,550,2514,1258,345,1850,0.83036303630363
Alabama,,36611,,1455,805,210,225,80,135,1322,812,213,1000,1.00869565217391
Alabama,,36612,,1085,435,280,150,50,170,826,382,117,550,0.87816091954023
Alabama,,36613,,2495,1135,550,310,160,340,2152,1103,274,1350,0.971806167400881
Alabama,,36615,,35,15,5,0,0,15,21,9,1,15,0.6
Alabama,,36616,,120,75,20,10,0,15,123,86,15,85,1.14666666666667
Alabama,,36617,,4185,2345,655,485,165,535,3378,2108,392,2740,0.898933901918977
Alabama,,36618,,2960,1600,505,295,205,355,2672,1627,289,1850,1.016875
Alabama,,36619,,2710,1515,450,295,185,265,2474,1534,274,1715,1.01254125412541
Alabama,,36633,,120,35,10,15,5,55,82,41,11,50,1.17142857142857
Alabama,,36640,,175,55,45,15,5,55,126,54,8,70,0.981818181818182
Alabama,,36652,,115,65,25,15,0,10,108,68,10,70,1.04615384615385
Alabama,,36660,,250,115,75,20,5,35,218,111,18,125,0.965217391304348
Alabama,,36663,,200,80,55,20,5,40,147,70,14,95,0.875
Alabama,,36670,,185,65,30,10,10,70,135,65,7,75,1
Alabama,,36671,,115,60,25,15,5,10,92,55,12,65,0.916666666666667
Alabama,,36685,,135,60,40,10,5,20,128,71,10,70,1.18333333333333
Alabama,,36689,,180,90,30,25,10,25,171,105,21,120,1.16666666666667
Alabama,,36691,,185,105,30,20,10,20,184,118,20,125,1.12380952380952
Alabama,,36693,,3985,2555,430,430,260,310,3908,2732,438,2970,1.0692759295499
Alabama,,36695,,4850,2895,645,520,270,520,4686,3050,517,3205,1.05354058721934
Alabama,Montgomery,,,66070,36035,12255,6745,2755,8280,54254,33635,5513,40600,
Alabama,,36003,,435,205,115,35,15,65,333,182,29,225,0.887804878048781
Alabama,,36005,,460,265,90,35,20,50,342,214,23,285,0.807547169811321
Alabama,,36006,,295,140,50,35,25,45,236,133,28,175,0.95
Alabama,,36008,,25,15,5,0,0,5,18,13,1,15,0.866666666666667
Alabama,,36009,,660,380,125,65,25,65,491,310,48,405,0.81578947368421
Alabama,,36010,,1370,745,290,140,45,150,1047,640,93,830,0.859060402684564
Alabama,,36013,,50,25,10,10,0,5,42,25,7,30,1
Alabama,,36015,,55,30,15,0,5,5,44,27,2,30,0.9
Alabama,,36028,,420,230,85,55,20,30,333,196,40,265,0.852173913043478
Alabama,,36029,,180,105,30,20,5,20,147,91,14,110,0.866666666666667
Alabama,,36030,,140,70,25,15,10,20,92,51,10,90,0.728571428571429
Alabama,,36032,,640,290,160,45,25,120,438,242,29,315,0.83448275862069
Alabama,,36033,,1120,585,230,120,45,140,852,491,85,680,0.839316239316239
Alabama,,36034,,185,115,35,15,5,15,145,97,11,130,0.843478260869565
Alabama,,36035,,460,250,100,50,20,40,377,225,36,285,0.9
Alabama,,36036,,415,215,80,55,20,45,312,177,40,255,0.823255813953488
Alabama,,36037,,3170,1635,645,320,120,450,2437,1452,232,1835,0.888073394495413
Alabama,,36040,,940,385,230,115,30,180,610,300,69,465,0.779220779220779
Alabama,,36041,,320,170,65,35,15,35,244,138,23,195,0.811764705882353
Alabama,,36042,,360,215,70,35,10,30,281,176,25,225,0.818604651162791
Alabama,,36043,,825,455,155,80,30,105,684,416,64,500,0.914285714285714
Alabama,,36046,,320,160,65,40,20,35,238,135,25,195,0.84375
Alabama,,36047,,370,180,75,45,15,55,272,150,30,200,0.833333333333333
Alabama,,36049,,1205,695,215,135,45,115,942,603,100,790,0.867625899280576
Alabama,,36051,,415,185,100,50,15,65,335,168,38,205,0.908108108108108
Alabama,,36052,,135,85,20,10,5,15,119,87,6,85,1.02352941176471
Alabama,,36053,,550,220,140,70,25,95,363,166,44,280,0.754545454545455
Alabama,,36057,,30,20,5,0,0,5,27,17,0,20,0.85
Alabama,,36064,,730,445,105,40,50,90,647,445,39,460,1
Alabama,,36065,,35,20,10,5,0,0,34,18,4,25,0.9
Alabama,,36066,,2370,1535,255,255,130,195,2190,1535,230,1715,1
Alabama,,36067,,4065,2105,815,435,195,515,3385,1987,370,2345,0.943942992874109
Alabama,,36068,,290,145,60,20,15,50,240,143,14,155,0.986206896551724
Alabama,,36069,,540,280,85,70,30,75,409,244,50,340,0.871428571428572
Alabama,,36071,,230,115,45,25,5,40,164,90,20,130,0.782608695652174
Alabama,,36079,,1275,715,235,115,55,155,992,635,86,740,0.888111888111888
Alabama,,36081,,2740,1455,520,325,95,345,2157,1334,238,1680,0.916838487972509
Alabama,,36089,,1640,775,365,175,55,270,1167,653,115,870,0.84258064516129
Alabama,,36101,,90,45,25,10,0,10,89,54,8,55,1.2
Alabama,,36102,,140,55,45,10,5,25,99,48,8,60,0.872727272727273
Alabama,,36103,,120,40,45,10,0,25,80,31,7,45,0.775
Alabama,,36104,,1790,900,415,190,45,240,1223,689,127,1055,0.765555555555556
Alabama,,36105,,2895,1445,685,270,75,420,2105,1187,187,1590,0.821453287197232
Alabama,,36106,,2360,1550,230,260,145,175,2391,1703,290,1795,1.09870967741935
Alabama,,36107,,1590,815,330,195,65,185,1262,719,160,980,0.882208588957055
Alabama,,36108,,4950,2485,1145,470,135,715,3614,2049,324,2745,0.824547283702213
Alabama,,36109,,5470,3745,565,550,280,330,5092,3743,523,4220,0.999465954606142
Alabama,,36110,,2650,1260,605,270,90,425,2001,1092,209,1455,0.866666666666667
Alabama,,36111,,2610,1585,270,340,180,235,2599,1763,387,1970,1.11230283911672
Alabama,,36116,,4525,1975,1050,380,150,970,3580,1884,314,2185,0.953924050632912
Alabama,,36117,,5320,3535,615,505,255,410,5305,3810,506,3825,1.07779349363508
Alabama,,36120,,145,40,50,10,0,45,105,38,8,40,0.95
Alabama,,36121,,85,35,25,5,5,15,70,40,4,40,1.14285714285714
Alabama,,36123,,110,65,30,0,5,10,112,72,3,65,1.10769230769231
Alabama,,36124,,140,85,15,5,5,30,122,84,5,85,0.988235294117647
Alabama,,36125,,465,130,140,40,5,150,307,112,29,155,0.861538461538462
Alabama,,36456,,475,265,85,55,30,40,360,217,41,300,0.818867924528302
Alabama,,36749,,265,90,80,30,15,50,181,73,19,105,0.811111111111111
Alabama,,36752,,410,230,80,45,20,35,338,210,31,250,0.91304347826087
Alabama,Opelika,,,27675,15675,5465,2465,915,3155,23764,14881,2026,16890,
Alabama,,36031,,60,30,15,5,0,10,41,21,4,30,0.7
Alabama,,36039,,65,30,10,10,5,10,44,21,9,40,0.7
Alabama,,36075,,410,225,75,40,15,55,299,185,24,240,0.822222222222222
Alabama,,36083,,2035,1045,400,230,60,300,1402,794,145,1185,0.759808612440191
Alabama,,36087,,290,200,30,25,5,30,244,186,16,205,0.93
Alabama,,36088,,440,245,75,50,10,60,351,221,40,290,0.902040816326531
Alabama,,36801,,3610,2055,685,365,110,395,3142,2001,304,2295,0.973722627737226
Alabama,,36803,,605,280,160,60,15,90,500,274,44,305,0.978571428571428
Alabama,,36804,,2495,1270,595,185,95,350,2156,1235,154,1315,0.97244094488189
Alabama,,36830,,3245,2225,335,295,175,215,3186,2340,302,2430,1.05168539325843
Alabama,,36831,,490,270,90,50,10,70,422,270,39,290,1
Alabama,,36832,,1120,575,250,105,30,160,915,531,77,615,0.923478260869565
Alabama,,36852,,380,200,95,25,10,50,316,180,23,205,0.9
Alabama,,36854,,3210,1890,660,230,80,350,2901,1862,206,1995,0.985185185185185
Alabama,,36855,,410,230,95,35,10,40,360,210,34,240,0.91304347826087
Alabama,,36862,,1615,875,365,135,55,185,1267,758,96,955,0.866285714285714
Alabama,,36863,,2975,1765,625,225,85,275,2647,1689,199,1850,0.956940509915014
Alabama,,36865,,130,55,30,15,5,25,87,46,8,60,0.836363636363636
Alabama,,36866,,830,430,180,85,25,110,656,377,64,460,0.876744186046512
Alabama,,36872,,50,35,10,5,0,0,51,35,4,40,1
Alabama,,36874,,1210,650,265,120,35,140,1044,617,92,675,0.949230769230769
Alabama,,36877,,1725,960,350,145,70,200,1505,904,120,1020,0.941666666666667
Alabama,,36879,,275,135,70,25,10,35,224,124,19,150,0.918518518518519
Alabama,Selma,,,35875,16880,7950,4075,1690,5280,27794,15136,3035,19915,
Alabama,,35045,,2655,1445,445,365,140,260,2184,1318,295,1730,0.912110726643599
Alabama,,35046,,1360,695,280,150,70,165,1165,679,132,785,0.976978417266187
Alabama,,35085,,1570,700,370,195,100,205,1381,704,171,840,1.00571428571429
Alabama,,35171,,605,295,130,80,30,70,515,284,67,350,0.96271186440678
Alabama,,35459,,200,105,35,25,15,20,139,79,14,130,0.752380952380952
Alabama,,35460,,110,50,25,10,5,20,80,41,6,50,0.82
Alabama,,35464,,130,45,35,15,10,25,80,35,9,60,0.777777777777778
Alabama,,35470,,1045,480,235,125,45,160,786,439,75,580,0.914583333333333
Alabama,,35477,,65,30,10,10,5,10,43,21,7,35,0.7
Alabama,,36091,,665,320,140,75,40,90,543,288,61,360,0.9
Alabama,,36435,,170,65,40,20,10,35,113,52,13,80,0.8
Alabama,,36701,,5175,2665,1075,520,210,705,4171,2445,424,3060,0.917448405253283
Alabama,,36702,,570,230,145,50,15,130,414,213,36,250,0.926086956521739
Alabama,,36703,,2740,1265,685,260,85,445,1919,1019,170,1435,0.805533596837945
Alabama,,36720,,220,55,90,25,0,50,136,41,14,75,0.745454545454546
Alabama,,36722,,140,50,30,10,15,35,93,45,7,65,0.9
Alabama,,36723,,65,25,10,10,5,15,37,18,5,30,0.72
Alabama,,36726,,1165,545,230,145,45,200,873,470,110,645,0.862385321100918
Alabama,,36728,,200,65,55,30,5,45,136,58,18,85,0.892307692307692
Alabama,,36732,,2060,1010,450,210,75,315,1730,996,178,1150,0.986138613861386
